B_COUNTRY,N_weighted,N_respondents,Q64P,Q65P,Q66P,Q67P,Q68P,Q69P,Q70P,Q71P,Q72P,Q73P,Q74P,Q75P,Q76P,Q77P,Q78P,Q79P,Q80P,Q81P,Q82P,Q83P,Q84P,Q85P,Q86P,Q87P,Q88P,Q89P,Q292A,Q292B,Q292C,Q292D,Q292E,Q292F,Q292G,Q292H,Q292I,Q292K,Q292O,Q57P,Q58P,Q59P,Q60P,Q61P,Q62P,Q63P
156,3036.000000129,3036,1.9855321782268678,3.444271656110822,2.778431172531855,2.8339658219697808,2.749432870627364,3.115933929992775,3.135306822380281,3.419975730424968,3.267968686528774,3.3025729852935637,3.1139603833330023,3.189628508457944,2.647820948917928,2.7753485693945277,3.158244322293149,2.9298973273365245,2.97454826855969,2.8428350272775664,,,,,,,,,,,,,,,,,,,,1.6397954709647238,3.844752409004351,2.989086175970081,3.01703129677125,1.9503205317072771,1.9716134575373057,1.911041019476566
158,1223.000000007,1223,2.576750690624889,2.731485596424994,2.083012590539626,2.1231988410150024,2.551874713916531,2.997446790880079,2.567588032284511,2.479091759116384,2.000141209324604,2.1256195348477473,2.66995209795836,2.79408380564526,2.184830421130556,2.626771236553191,2.970929189917619,2.79343188391805,2.8807458507403747,2.6646892848276678,,2.503312695769668,2.597198872853335,2.610340192442573,2.5454672610923366,2.745235477407242,2.8888300236899496,2.7393756597913503,,,,,,,,,,,,1.307917883398074,3.7802112017952076,2.8851191797749833,3.159131131726808,2.176583612359578,2.5191598828359494,2.366540553342955
170,1520.0,1520,2.813815789473684,2.454605263157895,2.017763157894737,2.0401315789473684,1.8927631578947368,2.167105263157895,1.9098684210526315,1.8828947368421052,1.6953947368421052,1.6927631578947369,1.7868421052631578,2.6714944042132984,1.8927631578947368,2.2394736842105263,2.2282894736842107,2.556578947368421,2.591447368421053,2.4625,1.9267100977198697,2.2235979606700655,2.060492905153099,2.0774962742175855,1.9709443099273607,2.098876404494382,2.4269583627381794,2.1728395061728394,,,,,,,,,,,,1.0453947368421053,3.5460526315789473,2.3526315789473684,2.543421052631579,1.6993421052631579,2.0875,1.9210526315789473
196,1000.0,1000,2.8116018863847083,2.765424786635879,2.2311326104923603,2.3559994009244725,2.1773502364719763,2.5285051463668986,2.5043403632061203,2.21213105486034,1.7707267729501655,2.011557764255679,2.3768641693211188,2.9325242094309103,2.3701423050455452,2.237679391567913,1.7973006631220114,2.5613058489104845,2.597708015355333,2.6406778841796497,2.350244847471791,2.185285730978863,1.9795647768147533,2.441640296635347,1.899576638622139,1.9971815907774046,2.6007606094335705,2.189068722123543,,,,,,,,,,,,1.0675651741040104,3.8541272191485114,2.825715173227086,2.9674999765391545,1.6771593501828481,2.0538530440492404,2.0531387791065843
203,1199.999999965,1200,2.1490492855973544,2.503063962730784,2.3187834129214315,2.5103988081776625,2.4744859600412163,2.7810383435808435,2.6469500338182783,2.1471240702624415,1.9577626676713764,2.2134615529224213,2.5345424714941194,2.95503355285802,2.509937618118987,2.512589778265008,2.6642095121919103,2.410669885748691,2.459194144614952,2.5895156431655066,2.4082774068611097,2.5453779799274883,2.479352584940374,2.590343889743958,2.5022084550197548,2.556414253542089,2.5394975594759837,2.457488614509042,,,,,,,,,,,,1.370389459715555,3.594207256016441,2.8858185502154807,3.143242254809701,2.2457637517999722,2.3984492036648963,2.3319373362924583
218,1200.0,1200,3.131051752921536,2.6767932489451476,2.1986531986531985,2.299159663865546,2.041773231031543,2.5571309424520434,2.285351397121084,2.088532883642496,1.6910159529806885,1.8319327731092436,1.6564885496183206,2.9623115577889445,2.177405857740586,2.451939291736931,2.5477386934673367,2.7327731092436975,2.7901023890784984,2.7765598650927488,2.2308429118773945,2.3330404217926186,2.2161921708185055,2.2627345844504023,2.1235521235521237,2.263963963963964,2.745516652433817,2.4865100087032204,,,,,,,,,,,,1.058623619371283,3.4323873121869783,2.2454090150250416,2.3430717863105177,1.4720133667502089,1.8565400843881856,1.7356418918918919
231,1230.0,1230,3.617575264442636,3.0633861551292743,2.2878932316491896,2.4500434404865334,2.494219653179191,2.601973684210526,2.7367109634551494,2.8065843621399176,2.0108499095840866,2.487619047619048,2.5896180215475026,2.863481228668942,2.5942028985507246,2.6992818671454217,3.516872427983539,2.85178727114211,2.8581818181818184,2.949820788530466,2.634506242905789,2.681919642857143,2.472622478386167,2.3729071537290714,2.1686746987951806,2.8960096735187424,3.009445100354191,2.492040520984081,3.3581833761782347,3.560204953031597,2.4797891036906856,2.9751499571550983,2.8909871244635195,3.5017035775127767,2.529616724738676,3.332173913043478,3.319542253521127,2.8550218340611355,3.2574850299401197,1.1190864600326265,3.872357723577236,3.096826688364524,2.7110204081632654,2.33442088091354,2.4198036006546646,1.9441624365482233
276,1528.0,1528,2.236914600550964,2.587775408670931,2.2496662216288383,2.2026755852842808,2.474852071005917,3.0932539682539684,2.919376693766938,2.3766846361185983,2.091655266757866,2.3728581220013707,2.670945945945946,3.0255447032306537,2.873740765614506,2.0705479452054796,2.1465689540306463,2.7252595155709343,2.781126090404441,2.726008344923505,2.4209431345353676,2.4567548248749107,2.1391912908242614,2.692015209125475,2.4581464872944694,2.1282843894899535,2.7978181818181818,2.32412672623883,,,,,,,,,,,,1.459514170040486,3.831254103742613,2.941567065073041,3.2093791281373845,2.1945945945945944,2.6050295857988166,2.6319595083152567
300,1200.2325615680002,1200,2.8362201058207965,3.079096566976582,1.8374586083260371,1.785799074279255,1.8524923820602872,2.849256201485107,2.6103004792370506,1.656588739940734,1.5730329230965907,1.7091197818874173,2.3522475129057354,3.06438857318841,2.4358869038435644,2.2057590074344704,1.895512771323623,2.392589427442235,2.4420949010628226,2.480568141192835,1.9757305716263627,2.097836530646312,1.4709070836654645,2.195486314481431,1.9393070376897075,1.7054839327276476,2.4453214176237132,2.0634794053771133,,,,,,,,,,,,1.085268263281594,3.911444375916446,2.699278959807192,3.0575836647533245,1.7016365593280156,1.9292856651010375,1.9215737228252958
320,1229.0,1229,3.0829943043124493,2.0406834825061027,2.016273393002441,2.0374288039056143,1.8242473555736372,1.8771358828315703,1.8299430431244914,1.6802278275020341,1.5915378356387306,1.628152969894223,1.6419853539462979,2.5500406834825062,1.7355573637103336,2.0040683482506103,2.1716842961757528,2.2685109845402764,2.2839707078925957,2.3254678600488203,1.690805532953621,2.064279902359642,1.9283970707892595,1.9397884458909682,1.8925956061838893,2.0292921074043937,2.241659886086249,2.0764849471114726,,,,,,,,,,,,1.1798209926769732,3.706655710764174,2.445091514143095,2.785773366418528,1.8329197684036393,2.332220367278798,2.1254152823920265
344,2074.9999998900003,2075,2.540293135774038,2.594757209099184,2.5515106766408095,2.463875691975308,2.386141343003237,2.762673256986458,3.0337819841722204,2.556366807256509,2.0844219030233737,2.2274826070258684,2.577925534989793,2.8695943329421896,2.3785775149633928,2.512857935423017,2.9909511158450117,2.660801784435406,2.675450004269672,2.6673763877517027,2.1346863169582626,2.5751027048129083,2.5155424247062452,2.6160804530056576,2.392443826852102,2.6397054856259294,2.8961211757725773,2.635809921973608,,,,,,,,,,,,1.3656484871653174,3.698685780891729,2.7223058618653044,2.9930252537168403,2.1013205895179863,2.463014604744484,2.4228716906656924
356,1692.0000000129999,1692,3.5790535813687523,3.487181548163617,2.799226879108397,2.7496381568612334,2.8257339952291995,2.8852674709633304,3.0582532325316887,2.784897124045866,2.3019172930010496,2.99380414954213,3.12212125968937,3.3900827386388364,2.900925483059297,2.6178907402336278,3.392179407018966,3.0649243668196537,3.0294832330489943,2.980922545149029,2.601761240953242,2.843306729712319,2.7544090007060587,2.833630444387583,2.5961543477829236,2.8826550961062183,3.051366536562038,2.923671836282952,,,,,,,,,,,,1.1713977823449404,3.8310628346950932,3.0270081194504534,3.0223354218675484,2.1124595616955446,2.5458239117574166,2.158661223041452
360,3199.999999836,3200,3.8336268711166497,3.3642743189880946,2.5272178654207433,2.539018883697674,2.54649976628621,2.8729237966202694,2.9979234455671477,3.134486803885116,2.242877183183615,2.5526932870400896,2.9452660550310465,3.181854225466028,2.973517737819303,2.7164813406718906,3.159915610892331,3.0738653208401905,3.0330517297329593,3.266472023136276,2.6930960542908458,2.8742389172516947,2.865013992855728,2.7242276672670016,2.5409038299886655,2.9588541366761034,3.185336043633085,2.8563073603093128,,,,,,,,,,,,1.0463805624548383,3.6580149285291963,2.677827269109018,2.5115456369072926,1.5957086491013655,2.108647213482924,1.8615886914888296
364,1499.0,1499,3.0489604292421193,3.597979797979798,2.5504032258064515,2.998661311914324,2.490819209039548,3.2771084337349397,3.0161290322580645,2.415043653458697,2.29739010989011,2.645336963921035,2.799062290689886,2.989864864864865,2.8353413654618476,2.432284541723666,2.4989953114534496,2.9599728629579376,2.8402366863905324,3.039570757880617,2.5358807082945014,2.2975206611570247,2.0110091743119267,2.124087591240876,1.6161262050832603,2.0212224108658745,2.837404047452896,2.0246478873239435,3.210095497953615,3.51027397260274,2.59375,2.817433081674674,2.954140999315537,3.2146274777853727,2.819683413626979,3.0772881355932205,3.1837725381414703,2.892443839346494,3.2216216216216216,1.1483957219251337,3.8325550366911276,2.887474882786336,3.03475935828877,1.9852941176470589,2.5945757997218357,2.0068073519400955
368,1200.0,1200,2.7138018628281118,2.99748322147651,2.3243478260869566,2.403074295473954,2.1362372567191845,2.650570676031607,2.3313253012048194,1.7256255392579811,1.4451219512195121,1.4807355516637477,2.08325952170062,2.1660682226211847,1.5781527531083481,1.868421052631579,1.90104662226451,2.0474833808167143,2.1950092421441774,2.4272727272727272,1.8645731108930323,1.8846899224806202,1.9241025641025642,1.9596690796277145,1.8645948945615982,1.9813084112149533,2.311023622047244,2.1123829344432883,,,,,,,,,,,,1.112436115843271,3.92743953294412,3.1180904522613067,3.1463210702341136,1.919931856899489,2.305531167690957,1.9715808170515097
392,1353.0,1353,1.6533333333333333,3.115814696485623,2.7278963414634148,2.679633867276888,2.451923076923077,2.9662317728319265,3.0381493506493507,2.35880933226066,2.176716917922948,2.2378199834847234,2.4340390879478826,2.685413005272408,2.417283950617284,2.530315969257045,2.7503987240829346,2.502254283137962,2.401951219512195,2.304889741131352,2.423357664233577,2.594855305466238,2.540920716112532,2.5416666666666665,2.478442280945758,2.5194444444444444,2.806843267108168,2.5638709677419356,,,,,,,,,,,,1.3559718969555035,3.6986506746626686,2.646215139442231,2.9793735676088615,1.8674588665447898,1.9491525423728813,2.1025641025641026
398,1276.0,1276,3.190135242641209,3.1678657074340526,2.694201747418586,2.768680445151033,2.6243862520458263,2.7888888888888888,2.7693535514764567,2.8854166666666665,2.681451612903226,2.8193548387096774,2.8154952076677318,2.8125996810207337,2.7216,2.5821138211382113,2.628525382755842,2.7074601844090527,2.8178694158075603,2.7860780984719864,2.826278659611993,2.7481884057971016,2.6611265004616804,2.707792207792208,2.5890027958993476,2.652854511970534,2.7295825771324864,2.6537396121883656,,,,,,,,,,,,1.2389162561576355,3.850980392156863,2.8113654301499604,2.8132911392405062,1.8386327503974562,2.261744966442953,2.361952861952862
400,1203.0,1203,2.943541488451668,3.7228714524207014,2.1880415944540728,2.3553648068669526,2.476683937823834,3.6418410041841005,3.245508982035928,2.1896383186705766,1.420824295010846,1.4309734513274337,2.2648361381753763,2.1537753222836096,1.6486486486486487,2.077001013171226,2.2625,2.372013651877133,2.462032085561497,2.514456630109671,1.7936694021101993,1.6224018475750577,1.6183879093198992,1.9290586630286495,1.6051724137931034,1.7577388963660834,2.336351875808538,1.9489489489489489,,,,,,,,,,,,1.1596989966555185,3.8786367414796343,2.987437185929648,3.054908485856905,2.030025020850709,2.4239316239316238,2.294017094017094
404,1266.0,1266,3.3545310015898253,2.722354813046937,2.8141025641025643,2.97366320830008,2.3982011447260834,2.2211538461538463,2.5484387510008006,2.4308681672025725,1.9292107404393817,2.243941841680129,2.492741935483871,2.9412238325281805,2.06957928802589,2.5541090317331165,3.1468699839486356,2.80517380759903,2.7854217854217853,2.933010492332526,2.797173732335827,2.9236514522821575,2.88898836168308,2.7898305084745765,2.5784114052953155,3.1079014443500426,3.176470588235294,2.851439182915506,3.2814029363784667,3.513888888888889,2.490566037735849,2.661488143908422,3.0426929392446636,3.33988533988534,2.5106382978723403,3.1894995898277276,3.152013147082991,2.9084219133278824,2.855980471928397,1.095846645367412,3.752577319587629,2.706677265500795,2.8369132856006365,1.91207034372502,2.388709677419355,2.1248992747784046
410,1245.0,1245,2.5526104417670683,2.533333333333333,2.457028112449799,2.566265060240964,2.4016064257028114,2.5734939759036144,2.623293172690763,2.47710843373494,2.0963855421686746,1.9598393574297188,2.559839357429719,2.6755020080321286,2.6690763052208837,2.3959839357429717,2.755020080321285,2.6803212851405624,2.6329317269076307,2.6329317269076307,2.6160642570281123,2.797590361445783,2.7333333333333334,2.6915662650602408,2.6755020080321286,2.7156626506024097,2.8417670682730924,2.772690763052209,,,,,,,,,,,,1.3293172690763053,3.7951807228915664,2.9028112449799197,2.921285140562249,1.9622489959839358,2.117269076305221,1.97429718875502
417,1199.99999981,1200,3.1137572987749884,2.885935879452557,2.406238817717076,2.5946531250214653,2.4539768306335077,2.419391890408806,2.2531408053872455,2.4711941258220516,2.1228655888940615,2.173799695425339,2.569014959727395,2.691111950470467,2.1420968753268532,2.4642122906015285,2.9278438084800817,2.6785021450106354,2.8211414715295415,2.7764424187863854,2.7393416713101315,2.683443145230516,2.697472100386567,2.5549456224817506,2.2877828997082816,2.833686667535024,2.888528363735604,2.719295991080945,3.3445650614348312,3.650926876702147,2.6603728636015824,2.8494841286344834,3.3375561227761645,3.7395695249293768,2.508294378540757,3.612350537938178,3.6321398523803015,3.2985688662174417,3.3541661073394646,1.1290583129235994,3.868658796738169,3.0559854601949845,2.8960888476208173,1.8836114965536315,2.0700501211253703,2.2917275157237285
422,1200.0,1200,2.4623115577889445,3.4862385321100917,2.0219224283305226,2.1142857142857143,1.9292412617220802,2.6625,2.27455919395466,1.9092436974789917,1.7596638655462185,1.8208578637510513,1.7701441899915182,2.2854700854700853,1.8166383701188455,1.916162489196197,2.052003410059676,1.9896907216494846,2.0941278065630398,2.105531914893617,1.6818572656921753,1.8163793103448276,1.7199281867145422,1.6573741007194245,1.5873015873015872,1.7650224215246637,1.8278985507246377,1.6842105263157894,,,,,,,,,,,,1.0991666666666666,3.808333333333333,2.7042606516290726,2.6513377926421406,1.8881469115191987,2.2947103274559195,2.107292539815591
434,1196.0,1196,3.4130067567567566,2.5012722646310435,1.7237521514629948,1.7966244725738396,1.8299904489016237,2.6008474576271188,2.631126397248495,2.081151832460733,1.3246511627906976,1.5238938053097346,2.2309711286089238,2.369283865401208,1.864620938628159,1.8839622641509435,2.080888888888889,2.094876660341556,2.0726933830382106,2.4332129963898916,1.733826247689464,1.6596136154553818,1.762218045112782,1.7983576642335766,1.4231119199272066,1.7182835820895523,2.3436395759717317,1.851600387972842,3.4210526315789473,3.8675213675213675,2.7936507936507935,2.7895196506550217,3.3160211267605635,3.6955017301038064,2.3637961335676625,3.5403011514614704,3.6845814977973568,2.455021834061135,3.119893428063943,1.092687074829932,3.9120603015075375,3.109060402684564,3.162615255658005,1.9081718618365628,1.8984509466437178,2.00938566552901
446,1023.0,1023,2.5476892822025565,2.8165680473372783,2.5988200589970503,2.575936883629191,2.572556762092794,2.854330708661417,2.883743842364532,2.77755905511811,2.6263627353815657,2.6729064039408867,2.7110453648915187,2.9832512315270936,2.5928853754940713,2.7735849056603774,3.031589338598223,2.8257874015748032,2.8070866141732282,2.8270750988142295,,2.8280632411067192,2.8434093161546086,2.8511904761904763,,2.8856858846918487,2.9596059113300495,2.874505928853755,,,,,,,,,,,,1.43801652892562,3.7478005865102637,2.8715686274509804,3.024461839530333,2.2318271119842827,2.362475442043222,2.332023575638507
458,1313.0,1313,3.2027439024390243,2.9382621951219514,2.344774980930587,2.375,2.6402439024390243,2.6867378048780486,2.7667682926829267,2.482469512195122,2.1731502669717773,2.3600305110602595,2.6735316552250192,2.9969512195121952,2.3689024390243905,2.682200152788388,2.9213740458015267,2.9396946564885496,2.8914373088685017,2.9373567608861726,2.6646294881589,2.6019862490450727,2.5194805194805197,2.641711229946524,2.521406727828746,2.6166794185156848,2.908186687069625,2.6518745218056616,,,,,,,,,,,,1.1957349581111958,3.7242955064737244,2.8118811881188117,3.012947448591013,1.8804265041888804,2.4836252856054837,2.1782178217821784
462,1039.0,1039,3.046376811594203,3.022200772200772,2.0125847047434657,2.1159420289855073,2.5343811394891946,2.7524084778420037,2.28792270531401,2.0348499515972893,1.5374149659863945,1.62015503875969,2.396702230843841,3.010689990281827,2.0866601752677703,2.3217054263565893,2.949563530552861,2.688780487804878,2.686465433300876,2.9514563106796117,2.613478691774034,2.62109375,2.599502487562189,2.5023640661938535,2.366178428761651,2.7839643652561246,3.03781512605042,2.6529126213592233,,,,,,,,,,,,1.213242453748783,3.78055822906641,2.8849129593810443,3.034715525554484,1.6673132880698351,1.8333333333333333,2.070588235294118
484,1741.1440705129999,1741,2.8294306281174717,2.542481125424519,1.9746200179686269,1.98870059879768,1.7609851350990957,1.8078962073319644,1.8323388095340931,1.6794903882116619,1.5065553469177448,1.6258339073362114,1.6426870194867536,2.7123749424479047,1.75306283483111,2.067733590505351,2.109853837634041,2.163026177623803,2.544627691930189,2.4042023977029583,2.1107255007320513,2.1819474781939023,2.0400334067401693,2.02592883049141,1.9575651328486467,2.0486926500511795,2.4066483221606236,2.1776111402442777,,,,,,,,,,,,1.1050527807755783,3.640320707097211,2.4864701149004493,2.364404466847247,1.587599049228223,2.0281082846154117,1.825731876615011
496,1638.0000000969999,1638,2.019193424404922,2.446579239691139,2.310689234939882,2.5813644174218995,2.2579249583035987,2.501970081428468,2.3291053895725202,2.347342934836893,1.9418459554361445,2.127382518757313,2.3577274991150747,2.5238289505508087,2.200139645406012,2.2116255101202293,2.4213594576179838,2.3121061953611473,2.3408365088215084,2.385011562830226,2.1971327678285015,2.5610646783926394,2.414635282946235,2.3291370317799784,2.2836270832616137,2.521503246399495,2.6221116905892368,2.4740341648875526,,,,,,,,,,,,1.2605142276117325,3.7526871806923014,2.9285498918833524,2.931020101533999,2.0394254113883856,1.991565040096348,1.9030497193232017
504,1200.0,1200,2.8916666666666666,2.74,2.0725,2.1241666666666665,2.04,2.5025,2.3091666666666666,1.9825,1.9033333333333333,1.96,2.2158333333333333,2.379166666666667,2.075833333333333,2.1158333333333332,2.254166666666667,2.365,2.328333333333333,2.388333333333333,2.111666666666667,2.1416666666666666,2.0966666666666667,2.1466666666666665,2.111666666666667,2.158333333333333,2.234166666666667,2.2591666666666668,3.6133333333333333,3.6625,2.8341666666666665,2.6858333333333335,2.8125,3.1575,2.5975,2.9858333333333333,3.297979797979798,2.861666666666667,2.82,1.165,3.5775,2.674166666666667,2.7241666666666666,2.03,2.0933333333333333,2.089166666666667
528,2145.0,2145,1.9894091415830546,2.6200112422709387,2.243927125506073,2.2137755102040817,2.415786548082268,2.768188660311089,2.7463512833417214,2.129258517034068,1.9523568170299037,2.173890063424947,2.2273449920508743,2.9303455723542116,2.5364982133741707,2.228602383531961,2.229253112033195,2.470684039087948,2.517776341305753,2.452665941240479,2.232809962100704,2.4452433628318584,2.373324396782842,2.691661667666467,2.5740181268882174,2.413510101010101,2.629281767955801,2.4096306068601585,,,,,,,,,,,,1.6120556414219473,3.7869415807560136,3.2530800821355235,3.574110671936759,2.6701680672268906,2.9864066193853427,2.956043956043956
554,1057.0,1057,2.2699896157840085,3.109090909090909,2.1530815109343937,2.2354709418837677,2.1876430205949657,3.2160312805474094,2.8883349950149553,2.5514780835881754,2.09783728115345,2.411764705882353,2.55307855626327,2.943496801705757,2.8201219512195124,2.367456896551724,2.4294354838709675,2.657922350472193,2.851553509781358,2.7968253968253967,,2.5262569832402235,2.345985401459854,2.55,,2.325648414985591,2.784747847478475,2.4373219373219372,,,,,,,,,,,,1.5950248756218905,3.7866149369544133,3.057459677419355,3.4897560975609756,2.4819148936170214,2.8327272727272725,2.8536866359447006
558,1200.0,1200,3.0075,1.9375,1.9208333333333334,2.0175,1.7325,2.045,1.9775,2.0641666666666665,1.7075,1.8141666666666667,1.7916666666666667,2.513333333333333,1.9925,2.015,2.245833333333333,2.660833333333333,2.533333333333333,2.5616666666666665,,2.0858333333333334,2.200833333333333,2.1308333333333334,1.9508333333333334,2.265,2.8091666666666666,2.5033333333333334,3.1319890009165903,3.4356884057971016,2.910845588235294,2.8806921675774135,3.1318477251624883,3.495890410958904,2.4784995425434584,3.182488479262673,3.3000931966449207,3.254377880184332,3.0628465804066543,1.0425,3.4433333333333334,2.2333333333333334,2.54,1.5508333333333333,2.0866666666666664,1.6641666666666666
566,1237.0813664,1237,3.5561035064894884,2.6267529164161463,2.605743402414267,2.7443960415820556,2.490733504106135,1.9408648897964433,2.37607996909042,2.302835655724091,2.1023318638756128,2.1757064518272142,2.4612317384996194,2.9192398141410036,2.2149484839258795,2.6117347696161035,2.989905041813045,2.6419974768794567,2.6600451820622757,2.8856535695829804,2.61687754785805,2.684298970162576,2.642276726734405,2.518478725835226,2.427108849861901,2.993984032102582,3.1205648630408827,2.741396197279171,,,,,,,,,,,,1.1308293227548525,3.4699643280329644,2.698991556752044,2.6583198747453345,1.9739183227369492,2.289535844818718,2.07354351413477
